Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
32	67826	460337	11	528163	210	11	0	3.05507	0	0.999766	5758.09	0	11	0	5755
33	2534600	4907	77	2539507	118	0	1	0	0.0677556	0.99811	20.0345	1	0	0	20
34	91315	111097	27	202412	1406	218	7	50.63	1.03085	0.994224	3970.01	7	218	0	3921
35	2218291	3375	199	2221666	258	7	2	1.99903	0.533575	0.929299	16.7744	2	7	0	15
36	5187	1167	11	6354	158	794	48	178.857	10.3358	0.937431	1362.96	48	794	0	1177
37	147947	303578	2248	451525	1686	110	155	23.8966	34.6376	0.993405	4533.24	155	110	0	4477
38	319664	50980	23	370644	105	17	2	3.56522	0.715064	0.998342	1189.69	2	17	0	1186
39	8567	16943	11	25510	2076	1668	6	368.913	0.888687	0.947353	3121.68	6	1668	0	2750
40	2165	2202	54	4367	36	243	390	55.0425	82.7931	0.979849	3499.58	390	243	0	3363
41	790981	393650	70	1184631	56	5	3	1.51208	0.22928	0.9997	2649.23	3	5	0	2648
42	1444	410300	23	411744	1161	80	3	17.7063	1.15487	0.998683	6420.37	3	80	0	6403
43	10536	31827	132	42363	2215	1243	77	297.611	16.0581	0.963062	3813.42	77	1243	0	3500
44	307180	17073	59	324253	146	23	9	5.47246	1.33696	0.993497	486.349	9	23	0	479
45	278331	33868	10	312199	599	82	1	19.1411	0.312765	0.99116	976.124	1	82	0	959
46	2061026	4201	38	2065227	46	1	0	0.0434783	0	0.998723	15.0217	0	1	0	15
47	55926	3783	16	59709	336	232	12	51.2754	2.6957	0.957034	564.304	12	232	0	512
48	440501	31836	597	472337	530	47	49	12.8377	10.3448	0.981936	633.698	49	47	0	614
49	2513616	18043	19	2531659	2355	28	0	6.84831	0	0.961028	77.913	0	28	0	73
50	20107	21382	26	41489	617	433	14	96.4879	2.47671	0.987981	3662.31	14	433	0	3561
51	9062	37147	1661	46209	1419	676	801	150.794	164.545	0.960245	3985.56	801	676	0	3678
52	530793	143919	27	674712	101	6	1	0.645411	0.188748	0.99979	1862.32	1	6	0	1861
53	4322579	1672	1242	4324251	376	3	16	0.458937	3.01875	0.635668	5.04123	16	3	0	1
54	33499	132777	180	166276	94	19	38	4.91884	9.12341	0.998664	5438.76	38	19	0	5427
55	1433	70371	29	71804	1110	399	10	85.4454	2.27526	0.993299	5820.32	10	399	0	5735
56	189553	390551	435	580104	62	4	34	0.991304	6.73321	0.999118	4761.25	34	4	0	4754
57	12654	93645	13	106299	102	25	3	6.46473	0.670901	0.999447	5838.03	3	25	0	5829
58	460249	3528	54	463777	45	1	7	0.263768	1.634	0.985778	72.3073	7	1	0	70
59	144493	2617	1448	147110	11	1	398	0.263768	85.7423	0.80086	236.359	398	1	0	149
60	1067449	6590	774	1074039	174	6	28	1.5285	6.16697	0.939956	68.3643	28	6	0	60
61	4321	1225	115	5546	399	1504	458	337.581	101.768	0.825623	1193.55	458	1504	0	766
62	3027239	2649	12	3029888	94	0	0	0	0	1	6	0	0	0	6
63	4163	15545	1766	19708	185	167	1687	36.3884	354.528	0.942042	3677.34	1687	167	0	3286
64	722535	74431	114	796966	16	1	6	0.0434783	0.84029	0.999444	879.28	6	1	0	878
65	4906261	1131	2939	4907392	37	0	30	0	6.86933	0.581122	8.77586	30	0	0	2
66	4249751	29017	393	4278768	38	0	4	0	1.18633	0.988947	59.9138	4	0	0	59
67	2340208	19118	32	2359326	68	0	2	0	0.750151	0.994816	80.8276	2	0	0	80
68	1341859	1205	77	1343064	11	0	2	0	0.167574	0.99156	11.0862	2	0	0	11
69	81715	3924	1886	85639	206	80	767	18.487	158.392	0.806829	492.52	767	80	0	324
70	4930	9188	1633	14118	204	246	2099	61.6251	456.498	0.902801	2881.91	2099	246	0	2379
71	513074	5554	104	518628	14	0	7	0	0.973987	0.994952	107.759	7	0	0	107
72	6624	7792	346	14416	158	317	651	73.2792	141.445	0.967264	3398.3	651	317	0	3192
73	7986	5982	1063	13968	41	54	1710	12.3517	374.173	0.914524	2489.54	1710	54	0	2105
74	49391	11945	22	61336	962	474	11	112.205	2.51845	0.966094	1507.69	11	474	0	1396
75	80830	158162	635	238992	387	46	87	13.3517	18.3829	0.996541	4672.59	87	46	0	4640
76	3854441	30549	174	3884990	104	2	1	0.209662	0.3902	0.996088	79.3673	1	2	0	79
77	418726	2555	17	421281	18	2	1	0.388406	0.290381	0.994974	66.3898	1	2	0	66
78	55457	62751	142	118208	51	19	30	3.91498	5.27405	0.998818	3956.02	30	19	0	3946
79	741300	9146	107	750446	721	32	8	6.48116	1.94737	0.968978	127.506	8	32	0	119
80	2045	151170	16	153215	27	5	0	1.74879	0	0.999878	6313.74	0	5	0	6312
81	3529238	29505	321	3558743	46	1	5	0.0434783	1.14398	0.991336	75.9355	5	1	0	75
82	1676	9869	190	11545	118	255	401	59.5043	83.0236	0.985613	5048.31	401	255	0	4918
83	77768	100870	116	178638	105	14	15	2.37681	2.80036	0.999383	4237.21	15	14	0	4232
84	1884378	102544	14	1986922	1689	36	0	6.49952	0	0.994541	525.587	0	36	0	519
85	70712	5199	403	75911	2715	1003	148	216.188	35.2928	0.757602	485.067	148	1003	0	256
86	8149	1068	93	9217	12	52	360	13.1082	78.444	0.95205	1031.11	360	52	0	938
87	16446	40988	383	57434	2591	1040	157	236.4	33.0641	0.967453	3783.59	157	1040	0	3513
88	17860	9335	50	27195	11	17	62	4.27729	10.1428	0.997295	2792.28	62	17	0	2778
89	13271	111453	33	124724	17	3	13	0.847343	2.80278	0.999671	5895.45	13	3	0	5890
90	287773	9100	72	296873	14	1	12	0.371981	2.93527	0.993852	293.343	12	1	0	290
91	255805	3462	133	259267	629	101	17	20.8937	3.9879	0.908177	125.612	17	101	0	102
92	35674	12388	1656	48062	115	63	1065	12.1507	229.65	0.929652	1888.16	1065	63	0	1659
93	1262	21713	18	22975	967	935	25	211.124	5.59347	0.980195	4872.49	25	935	0	4663
94	54314	4694	1660	59008	14	13	924	2.98647	209.993	0.851233	785.957	924	13	0	590
95	7788	111469	13	119257	1326	306	2	71.2879	0.666667	0.994458	5746.26	2	306	0	5673
96	400538	1591	16	402129	2842	169	5	26.7556	1.10405	0.633855	35.3741	5	169	0	17
97	2178	214596	2368	216774	879	109	321	25.4415	71.4815	0.991387	5938.17	321	109	0	5847
98	15975	4537	10	20512	134	266	17	58.2097	3.7931	0.983976	1738.02	17	266	0	1676
99	7583	263179	1442	270762	537	55	150	11.1826	31.2257	0.996266	5994.07	150	55	0	5953
100	100774	11312	22	112086	29	13	8	2.82222	1.30067	0.997901	939.728	8	13	0	936
1	9467	3228	1198	12695	34	54	2032	11.6039	434.975	0.852529	1659.06	2032	54	0	1217
2	6959	27949	21	34908	80	68	17	15.9227	3.43073	0.998348	5414.15	17	68	0	5397
3	2885457	1399	873	2886856	49	1	18	0.29372	3.56382	0.800166	10.4295	18	1	0	6
4	27503	156011	524	183514	13	1	83	0.463768	18.245	0.998156	5640.61	83	1	0	5621
5	2845	72381	603	75226	15	5	211	0.540097	46.7405	0.995557	5929.56	211	5	0	5881
6	107552	82948	387	190500	88	13	69	4.11884	12.6007	0.997396	3401.28	69	13	0	3386
7	1888162	13099	18	1901261	57	2	0	0.773913	0	0.995917	83.6739	0	2	0	83
8	976985	35953	204	1012938	25	1	6	0.43285	0.432547	0.99881	363.528	6	1	0	363
9	581285	9038	1753	590323	1661	114	123	29.0329	25.735	0.833243	163.238	123	114	0	115
10	2215187	375451	44	2590638	1883	25	0	5.04058	0	0.998275	1289.41	0	25	0	1285
11	217691	64923	760	282614	36	7	111	1.16618	24.3116	0.992965	2002.93	111	7	0	1976
12	954133	2267	2482	956400	420	15	110	3.62512	24.4422	0.680672	46.6049	110	15	0	15
13	26941	193009	144	219950	1509	186	13	40.7787	2.59226	0.99654	5620.34	13	186	0	5578
14	304127	5117	122	309244	34	7	18	1.28019	4.39383	0.981519	163.24	18	7	0	158
15	42877	126009	59	168886	81	18	10	3.7285	1.94495	0.999476	5209.4	10	18	0	5203
16	216702	173524	18	390226	58	6	5	2.00193	1.098	0.99957	3484.28	5	6	0	3482
17	36386	1151	196	37537	569	533	175	118.605	36.9698	0.74745	293.609	175	533	0	146
18	1062	38447	16	39509	656	440	13	101.678	3.15971	0.991852	5727.45	13	440	0	5622
19	13123	139304	319	152427	40	9	59	1.54589	12.0926	0.998751	5955.88	59	9	0	5943
20	1401	194247	2180	195648	66	10	319	3.04444	71.755	0.993131	6028.89	319	10	0	5950
21	3962672	106096	2906	4068768	192	0	24	0	4.60133	0.989596	246.897	24	0	0	244
22	3128235	1605	14	3129840	172	3	0	0.956522	0	0.925199	5.69565	0	3	0	5
23	2807970	4445	84	2812415	12	1	0	0.507246	0	0.986378	16.4565	0	1	0	16
24	3179133	2916	1155	3182049	26	2	20	0.896618	3.86086	0.840786	15.8681	20	2	0	11
25	23211	2919	342	26130	91	113	442	24.3063	94.7568	0.933656	955.793	442	113	0	838
26	2190	47363	578	49553	148	84	305	18.4783	69.4537	0.99186	5766.53	305	84	0	5685
27	1711613	71963	1557	1783576	1417	31	39	6.08502	7.37387	0.983501	412.394	39	31	0	400
28	14978	4347	24	19325	26	60	56	16.2705	12.1494	0.992713	1917.14	56	60	0	1887
29	1346535	213686	2882	1560221	99	0	63	0	13.4688	0.993879	1228.93	63	0	0	1218
30	1843925	8780	151	1852705	138	3	3	0.608696	0.668482	0.986787	48.5945	3	3	0	47
31	261102	291388	16	552490	12	0	2	0	0.134301	0.999982	4084.07	2	0	0	4084
32	67826	460337	11	528163	210	11	0	2.39227	0	0.999816	5742.61	0	11	0	5740
33	2534600	4907	77	2539507	118	3	4	0.731401	1.16999	0.943358	17.2151	4	3	0	16
34	91315	111097	27	202412	1406	222	4	48.8039	0.99879	0.994343	3907.38	4	222	0	3857
35	2218291	3375	199	2221666	258	4	2	1.22802	0.134301	0.965704	18.0472	2	4	0	17
36	5187	1167	11	6354	158	774	65	181.772	13.17	0.933969	1335.47	65	774	0	1151
37	147947	303578	2248	451525	1686	124	152	27.2773	33.2529	0.993316	4579.97	152	124	0	4515
38	319664	50980	23	370644	105	13	1	2.36715	0.312765	0.998941	1151.75	1	13	0	1150
39	8567	16943	11	25510	2076	1737	9	387.962	2.17423	0.944421	3123.23	9	1737	0	2740
40	2165	2202	54	4367	36	225	384	52.7623	86.7943	0.979156	3441.77	384	225	0	3305
41	790981	393650	70	1184631	56	3	2	0.290821	0.376286	0.999875	2701.94	2	3	0	2700
42	1444	410300	23	411744	1161	81	2	20.4618	0.54265	0.998529	6342.36	2	81	0	6319
43	10536	31827	132	42363	2215	1203	73	272.232	15.9449	0.966975	3920.99	73	1203	0	3637
44	307180	17073	59	324253	146	16	2	3.96812	0.494253	0.995933	498.52	2	16	0	495
45	278331	33868	10	312199	599	72	0	13.8	0	0.993922	1002.54	0	72	0	987
46	2061026	4201	38	2065227	46	0	0	0	0	1	26	0	0	0	26
47	55926	3783	16	59709	336	232	10	55.6715	2.03146	0.955008	574.16	10	232	0	523
48	440501	31836	597	472337	530	37	61	8.27826	12.605	0.983972	667.112	61	37	0	648
49	2513616	18043	19	2531659	2355	36	1	6.9256	0.215971	0.954259	69.8163	1	36	0	62
50	20107	21382	26	41489	617	455	18	101.683	5.42045	0.986605	3580.65	18	455	0	3484
51	9062	37147	1661	46209	1419	626	805	150.843	170.885	0.960321	4082.69	805	626	0	3764
52	530793	143919	27	674712	101	3	1	0.458937	0.0998185	0.999863	1886.33	1	3	0	1886
53	4322579	1672	1242	4324251	376	6	14	1.36522	2.98306	0.586895	5.4018	14	6	0	1
54	33499	132777	180	166276	94	20	39	5.19324	8.83424	0.998661	5397.04	39	20	0	5385
55	1433	70371	29	71804	1110	398	14	89.0435	2.40351	0.992961	5776.98	14	398	0	5691
56	189553	390551	435	580104	62	2	30	0.391304	5.64428	0.999301	4760.08	30	2	0	4752
57	12654	93645	13	106299	102	24	1	5.40676	0.130672	0.999584	5915.2	1	24	0	5909
58	460249	3528	54	463777	45	3	4	0.469565	1.67332	0.984539	73.8126	4	3	0	72
59	144493	2617	1448	147110	11	2	384	0.657971	82.614	0.800197	227.879	384	2	0	147
60	1067449	6590	774	1074039	174	10	24	3.12367	5.11313	0.935005	65.0532	24	10	0	58
61	4321	1225	115	5546	399	1559	485	353.885	107.48	0.818964	1208.11	485	1559	0	747
62	3027239	2649	12	3029888	94	1	0	0.414493	0	0.981136	9.71739	0	1	0	9
63	4163	15545	1766	19708	185	203	1726	45.286	383.273	0.936917	3692.86	1726	203	0	3268
64	722535	74431	114	796966	16	1	5	0.321739	1.00726	0.999205	886.868	5	1	0	886
65	4906261	1131	2939	4907392	37	1	33	0.0850242	8.06897	0.622583	11.5952	33	1	0	4
66	4249751	29017	393	4278768	38	0	2	0	0.725953	0.993406	61.4828	2	0	0	61
67	2340208	19118	32	2359326	68	1	1	0.507246	0.0677556	0.995877	63.491	1	1	0	63
68	1341859	1205	77	1343064	11	0	2	0	0.607985	0.948548	6.56897	2	0	0	6
69	81715	3924	1886	85639	206	84	828	17.9188	171.511	0.78182	466.836	828	84	0	278
70	4930	9188	1633	14118	204	238	1988	53.3227	431.437	0.908379	2866.84	1988	238	0	2391
71	513074	5554	104	518628	14	1	13	0.394203	3.38113	0.976598	88.0022	13	1	0	85
72	6624	7792	346	14416	158	295	674	71.0802	148.811	0.966297	3393.47	674	295	0	3182
73	7986	5982	1063	13968	41	62	1819	14.7807	395.826	0.908899	2478.07	1819	62	0	2073
74	49391	11945	22	61336	962	533	17	113.115	3.95644	0.965237	1505.29	17	533	0	1391
75	80830	158162	635	238992	387	50	80	11.028	19.3721	0.996571	4575.66	80	50	0	4546
76	3854441	30549	174	3884990	104	0	2	0	0.976407	0.993444	83.1724	2	0	0	82
77	418726	2555	17	421281	18	0	2	0	0.0689655	0.999358	60.0345	2	0	0	60
78	55457	62751	142	118208	51	11	38	2.71787	7.34604	0.99866	3957.44	38	11	0	3947
79	741300	9146	107	750446	721	39	4	8.29275	0.896552	0.963287	113.717	4	39	0	104
80	2045	151170	16	153215	27	7	8	1.81256	0.992136	0.999786	6324.93	8	7	0	6321
81	3529238	29505	321	3558743	46	1	5	0.0850242	1.93285	0.988252	95.0262	5	1	0	93
82	1676	9869	190	11545	118	259	462	60.8126	98.3061	0.983652	4999.26	462	259	0	4843
83	77768	100870	116	178638	105	23	24	5.67633	4.58318	0.998777	4143.43	24	23	0	4131
84	1884378	102544	14	1986922	1689	37	0	8.7285	0	0.991967	479.87	0	37	0	471
85	70712	5199	403	75911	2715	1026	156	219.395	35.0321	0.770996	518.577	156	1026	0	283
86	8149	1068	93	9217	12	41	399	9.28213	86.1621	0.949639	1033.04	399	41	0	937
87	16446	40988	383	57434	2591	1103	174	252.795	36.8088	0.964444	3727.41	174	1103	0	3437
88	17860	9335	50	27195	11	18	75	3.65604	17.366	0.995962	2802.1	75	18	0	2780
89	13271	111453	33	124724	17	5	2	0.651208	0.780399	0.999878	5945.56	2	5	0	5943
90	287773	9100	72	296873	14	1	13	0.394203	1.7072	0.996213	297.778	13	1	0	296
91	255805	3462	133	259267	629	98	12	19.8947	2.42468	0.917934	124.451	12	98	0	100
92	35674	12388	1656	48062	115	73	1041	16.1565	220.148	0.931386	1885.33	1041	73	0	1657
93	1262	21713	18	22975	967	970	20	224.843	5.97217	0.979408	4991.63	20	970	0	4769
94	54314	4694	1660	59008	14	9	932	1.43865	200.347	0.864319	818.593	932	9	0	617
95	7788	111469	13	119257	1326	296	4	67.829	0.641863	0.994684	5700.29	4	296	0	5634
96	400538	1591	16	402129	2842	174	0	24.887	0	0.702076	38.2609	0	174	0	23
97	2178	214596	2368	216774	879	110	274	25.4097	61.7036	0.992299	5931.38	274	110	0	5845
98	15975	4537	10	20512	134	220	18	50.1053	3.11252	0.987034	1841.63	18	220	0	1791
99	7583	263179	1442	270762	537	55	152	13.9063	32.4586	0.996002	6070.92	152	55	0	6020
100	100774	11312	22	112086	29	9	7	2.67536	1.04174	0.998072	914.043	7	9	0	911
1	9467	3228	1198	12695	34	36	2051	6.14686	431.779	0.849063	1592.5	2051	36	0	1171
2	6959	27949	21	34908	80	65	24	14.7961	6.48639	0.99813	5430.64	24	65	0	5412
3	2885457	1399	873	2886856	49	0	18	0	3.69873	0.807304	10.5172	18	0	0	6
4	27503	156011	524	183514	13	1	82	0.0434783	17.8469	0.998226	5632.21	82	1	0	5618
5	2845	72381	603	75226	15	7	219	1.49662	50.7828	0.995222	6074.44	219	7	0	6022
6	107552	82948	387	190500	88	14	60	3.12174	13.4561	0.997373	3385.57	60	14	0	3369
7	1888162	13099	18	1901261	57	0	0	0	0	1	70	0	0	0	70
8	976985	35953	204	1012938	25	1	9	0.43285	2.51482	0.995107	326.115	9	1	0	323
9	581285	9038	1753	590323	1661	100	117	23.3208	22.4822	0.858744	161.826	117	100	0	119
10	2215187	375451	44	2590638	1883	26	1	4.8	0.241984	0.998228	1271.62	1	26	0	1267
11	217691	64923	760	282614	36	3	124	0.901449	26.9498	0.991941	1916.73	124	3	0	1890
12	954133	2267	2482	956400	420	14	118	2.93043	25.1773	0.731025	55.8568	118	14	0	25
13	26941	193009	144	219950	1509	206	18	50.3208	3.87961	0.995597	5536.5	18	206	0	5484
14	304127	5117	122	309244	34	4	18	0.77971	3.37326	0.985433	152.87	18	4	0	149
15	42877	126009	59	168886	81	12	14	3.3314	4.03025	0.999286	5211.74	14	12	0	5205
16	216702	173524	18	390226	58	5	1	1.56232	0.493648	0.99972	3442.57	1	5	0	3440
17	36386	1151	196	37537	569	547	197	117.802	44.706	0.755281	318.594	197	547	0	157
18	1062	38447	16	39509	656	415	9	90.4386	2.3043	0.992852	5767.26	9	415	0	5674
19	13123	139304	319	152427	40	7	63	1.42319	14.2081	0.998568	5980.6	63	7	0	5965
20	1401	194247	2180	195648	66	8	299	2.66087	62.1918	0.994024	6009.13	299	8	0	5947
21	3962672	106096	2906	4068768	192	3	35	0.86087	7.53962	0.979592	224.682	35	3	0	216
22	3128235	1605	14	3129840	172	1	1	0.29372	0.372656	0.947376	6.41529	1	1	0	6
23	2807970	4445	84	2812415	12	0	1	0	0.130672	0.995689	16.931	1	0	0	16
24	3179133	2916	1155	3182049	26	0	15	0	2.41863	0.908839	14.6897	15	0	0	12
25	23211	2919	342	26130	91	128	470	27.5565	101.099	0.930757	987.327	470	128	0	861
26	2190	47363	578	49553	148	77	303	17.0715	64.513	0.992422	5748.48	303	77	0	5668
27	1711613	71963	1557	1783576	1417	35	32	9.8	8.70962	0.975077	368.817	32	35	0	349
28	14978	4347	24	19325	26	43	46	10.0812	9.2444	0.995022	1931.1	46	43	0	1916
29	1346535	213686	2882	1560221	99	6	67	0.822222	14.5306	0.993054	1220.44	67	6	0	1201
30	1843925	8780	151	1852705	138	2	2	0.0869565	0.494253	0.993225	46.4055	2	2	0	46
31	261102	291388	16	552490	12	1	1	0.394203	0.160315	0.999936	4097.83	1	1	0	4097
32	67826	460337	11	528163	210	8	0	1.99614	0	0.999848	5810.65	0	8	0	5809
33	2534600	4907	77	2539507	118	3	2	0.708213	0.53781	0.973812	23.4168	2	3	0	22
34	91315	111097	27	202412	1406	237	6	52.7324	0.889897	0.993848	3865.22	6	237	0	3808
35	2218291	3375	199	2221666	258	5	4	0.91401	1.36903	0.924606	15.47	4	5	0	13
36	5187	1167	11	6354	158	779	57	181.889	12.565	0.935302	1358.41	57	779	0	1166
37	147947	303578	2248	451525	1686	100	180	23.7314	42.726	0.992526	4594.46	180	100	0	4532
38	319664	50980	23	370644	105	12	3	3.32271	0.325469	0.998654	1224.76	3	12	0	1222
39	8567	16943	11	25510	2076	1678	8	382.6	1.57532	0.946067	3167.58	8	1678	0	2796
40	2165	2202	54	4367	36	228	380	52.9372	79.6298	0.980242	3432.77	380	228	0	3314
41	790981	393650	70	1184631	56	2	1	0.128502	0.421658	0.999894	2747.77	1	2	0	2747
42	1444	410300	23	411744	1161	78	2	15.7034	0.489413	0.998856	6296.24	2	78	0	6282
43	10536	31827	132	42363	2215	1173	81	264.56	18.804	0.967989	3988.36	81	1173	0	3714
44	307180	17073	59	324253	146	16	6	2.9285	1.40532	0.995895	506.178	6	16	0	502
45	278331	33868	10	312199	599	73	1	14.1063	0.0344828	0.993408	947.756	1	73	0	934
46	2061026	4201	38	2065227	46	1	2	0.0434783	0.893527	0.978193	23.7286	2	1	0	23
47	55926	3783	16	59709	336	228	11	52.5208	2.89837	0.958091	594.343	11	228	0	536
48	440501	31836	597	472337	530	41	50	9.88986	11.7024	0.981493	589.025	50	41	0	569
49	2513616	18043	19	2531659	2355	44	0	9.14783	0	0.945305	74.3043	0	44	0	65
50	20107	21382	26	41489	617	473	18	102.154	2.75439	0.987023	3597.18	18	473	0	3494
51	9062	37147	1661	46209	1419	658	777	143.142	170.962	0.96084	4050.72	777	658	0	3747
52	530793	143919	27	674712	101	6	2	1.13237	0.134301	0.999689	1846.68	2	6	0	1845
53	4322579	1672	1242	4324251	376	0	12	0	3.20569	0.733253	6.53448	12	0	0	1
54	33499	132777	180	166276	94	17	46	3.53623	9.03751	0.998772	5381.42	46	17	0	5369
55	1433	70371	29	71804	1110	392	7	92.1285	1.44888	0.992777	5744.29	7	392	0	5662
56	189553	390551	435	580104	62	2	19	0.634783	3.77677	0.999507	4849.26	19	2	0	4845
57	12654	93645	13	106299	102	30	4	7.52947	0.955233	0.99934	5844.99	4	30	0	5837
58	460249	3528	54	463777	45	5	6	1.09952	1.16334	0.984097	71.3771	6	5	0	69
59	144493	2617	1448	147110	11	0	387	0	95.3491	0.810132	275.241	387	0	0	183
60	1067449	6590	774	1074039	174	3	31	0.615459	6.3049	0.933366	56.6289	31	3	0	52
61	4321	1225	115	5546	399	1648	466	371.48	105.291	0.816896	1231.45	466	1648	0	763
62	3027239	2649	12	3029888	94	1	0	0.463768	0	0.984984	13.6522	0	1	0	13
63	4163	15545	1766	19708	185	175	1726	37.4841	378.589	0.938356	3680.99	1726	175	0	3288
64	722535	74431	114	796966	16	1	7	0.0434783	0.699335	0.99951	836.401	7	1	0	836
65	4906261	1131	2939	4907392	37	0	20	0	4.36298	0.369572	3.62069	20	0	0	0
66	4249751	29017	393	4278768	38	0	3	0	0.77072	0.994062	72.4828	3	0	0	72
67	2340208	19118	32	2359326	68	2	0	0.476329	0	0.997316	78.3261	0	2	0	78
68	1341859	1205	77	1343064	11	0	3	0	0.434362	0.951019	4.93103	3	0	0	4
69	81715	3924	1886	85639	206	79	783	23.2087	169.192	0.798008	510.517	783	79	0	328
70	4930	9188	1633	14118	204	220	2026	49.8947	430.59	0.910333	2907.48	2026	220	0	2431
71	513074	5554	104	518628	14	2	7	0.821256	0.834846	0.991872	101.979	7	2	0	100
72	6624	7792	346	14416	158	296	640	68.885	132.906	0.969429	3419.89	640	296	0	3224
73	7986	5982	1063	13968	41	70	1742	15.5179	381.39	0.911603	2467.82	1742	70	0	2080
74	49391	11945	22	61336	962	530	10	119.191	2.32789	0.966173	1599.59	10	530	0	1478
75	80830	158162	635	238992	387	57	84	12.9884	18.5977	0.996533	4650.67	84	57	0	4615
76	3854441	30549	174	3884990	104	2	0	0.556522	0	0.996353	67.3478	0	2	0	67
77	418726	2555	17	421281	18	1	2	0.0850242	0.194797	0.996428	40.9745	2	1	0	40
78	55457	62751	142	118208	51	10	41	2.52271	8	0.998615	4030.81	41	10	0	4020
79	741300	9146	107	750446	721	53	6	11.315	1.57592	0.943344	104.204	6	53	0	93
80	2045	151170	16	153215	27	7	2	1.77874	0.450696	0.999835	6281.41	2	7	0	6279
81	3529238	29505	321	3558743	46	3	5	0.130435	1.53781	0.987674	74.3066	5	3	0	73
82	1676	9869	190	11545	118	254	432	56.1237	92.3491	0.984826	5030.67	432	254	0	4886
83	77768	100870	116	178638	105	21	31	4.50531	8.06776	0.998444	4173.95	31	21	0	4161
84	1884378	102544	14	1986922	1689	38	0	8.11594	0	0.992481	476.652	0	38	0	469
85	70712	5199	403	75911	2715	1012	171	225.041	33.8058	0.780386	548.915	171	1012	0	299
86	8149	1068	93	9217	12	62	399	12.2019	84.0986	0.94949	1032.96	399	62	0	935
87	16446	40988	383	57434	2591	1040	145	240.503	32.0339	0.967224	3795.25	145	1040	0	3526
88	17860	9335	50	27195	11	15	64	2.8	13.0938	0.996896	2754.99	64	15	0	2740
89	13271	111453	33	124724	17	6	2	1.49758	0.0689655	0.999882	5910.3	2	6	0	5909
90	287773	9100	72	296873	14	0	13	0	4.3412	0.990985	268.862	13	0	0	264
91	255805	3462	133	259267	629	95	23	21.7159	5.19359	0.904964	132.283	23	95	0	106
92	35674	12388	1656	48062	115	69	1004	14.7362	209.132	0.935222	1893.49	1004	69	0	1666
93	1262	21713	18	22975	967	972	13	226.139	3.43436	0.979441	4958.79	13	972	0	4742
94	54314	4694	1660	59008	14	11	963	2.90821	209.474	0.850155	778.078	963	11	0	572
95	7788	111469	13	119257	1326	298	1	66.6831	0.130672	0.994922	5811.26	1	298	0	5740
96	400538	1591	16	402129	2842	161	2	26.5739	0.575923	0.569046	29.4213	2	161	0	12
97	2178	214596	2368	216774	879	91	295	17.6145	61.8252	0.992807	5881.17	295	91	0	5805
98	15975	4537	10	20512	134	236	21	53.6464	4.30732	0.985481	1798.73	21	236	0	1747
99	7583	263179	1442	270762	537	46	149	9.52271	30.4253	0.996484	6029.86	149	46	0	5988
100	100774	11312	22	112086	29	8	17	1.41739	2.66062	0.997697	917.236	17	8	0	913
1	9467	3228	1198	12695	34	57	2063	11.9169	453.269	0.85005	1699.31	2063	57	0	1248
2	6959	27949	21	34908	80	69	23	15.8329	5.48941	0.998149	5432.36	23	69	0	5413
3	2885457	1399	873	2886856	49	1	7	0.198068	1.41077	0.777496	3.86732	7	1	0	2
4	27503	156011	524	183514	13	1	91	0.0434783	21.2589	0.997913	5700.66	91	1	0	5682
5	2845	72381	603	75226	15	13	242	3.37874	53.1276	0.994839	6038.02	242	13	0	5982
6	107552	82948	387	190500	88	14	73	3.73333	14.8264	0.997049	3364.61	73	14	0	3346
7	1888162	13099	18	1901261	57	0	0	0	0	1	62	0	0	0	62
8	976985	35953	204	1012938	25	1	9	0.0850242	2.05384	0.996264	317.13	9	1	0	315
9	581285	9038	1753	590323	1661	90	131	20.6039	29.3654	0.856983	177.805	131	90	0	127
10	2215187	375451	44	2590638	1883	32	2	7.90338	0.368421	0.997233	1335.09	2	32	0	1327
11	217691	64923	760	282614	36	6	98	1.96135	20.8052	0.993532	1930.13	98	6	0	1908
12	954133	2267	2482	956400	420	11	116	1.29855	24.9123	0.700601	47.0765	116	11	0	21
13	26941	193009	144	219950	1509	189	18	42.8213	5.13067	0.996098	5578.91	18	189	0	5533
14	304127	5117	122	309244	34	7	12	1.79324	2.99214	0.985517	170.012	12	7	0	166
15	42877	126009	59	168886	81	10	12	1.45314	1.64368	0.999699	5176.87	12	10	0	5174
16	216702	173524	18	390226	58	9	2	1.52271	0.578947	0.999724	3601.14	2	9	0	3599
17	36386	1151	196	37537	569	476	197	109.77	46.1543	0.72628	274.75	197	476	0	131
18	1062	38447	16	39509	656	423	9	98.429	2.0859	0.992351	5834.8	9	423	0	5733
19	13123	139304	319	152427	40	11	54	1.79614	10.4483	0.998862	5826.95	54	11	0	5816
20	1401	194247	2180	195648	66	8	302	1.80483	62.1446	0.994149	6068.22	302	8	0	5999
21	3962672	106096	2906	4068768	192	0	38	0	6.80762	0.983686	232.81	38	0	0	228
22	3128235	1605	14	3129840	172	1	0	0.263768	0	0.977348	5.15217	0	1	0	5
23	2807970	4445	84	2812415	12	0	2	0	0.349062	0.976239	8.18966	2	0	0	8
